request_row_id,profile_sim_id,architecture_id,simulation_month,analysis_weight,embedding_row
358C4B47F13AF082C9487A41AC0F2D85CE0031078F1CDE5E803C2E6453646B6B,028ab16eb89ab5d75be10d5ac779fe151a996ce27b2bf8c7c1e46393f5272146,M1,2024-08,27.67590270650354,17
30CCE1EB5DF35E33D9396D5FF687D3D86E1E17DAC3ABD9941C7D1A3FBDD06F0F,028ab16eb89ab5d75be10d5ac779fe151a996ce27b2bf8c7c1e46393f5272146,M2,2024-08,27.67590270650354,18
A513FF2A16BA9E3420F3BCDE28811237B2C2EBE926991E4AE3E5A9FF98FD3EFB,028ab16eb89ab5d75be10d5ac779fe151a996ce27b2bf8c7c1e46393f5272146,M3,2024-08,27.67590270650354,19
FA7ADE879BC67D77C3984A24D7F96826FDC1DD84820C775E06833E82942F807D,1531987208c0260f9c3aa61863be53305410b5c152f70de8f96959d86255a462,M0,2021-08,45.65569928834763,20
D8FFD39B195A6C5F27CF2980BE0B2574BC3FE2747F1FB5164457C08EAC57ABD3,1531987208c0260f9c3aa61863be53305410b5c152f70de8f96959d86255a462,M1,2021-08,45.65569928834763,21
76CE30E71492DD2C5BB909F65B996FC3FC3F3D28F6E00C60E6D619DD630577A4,1531987208c0260f9c3aa61863be53305410b5c152f70de8f96959d86255a462,M2,2021-08,45.65569928834763,22
10F07B5E9021DEC8641BE614FF13808379C69469F4133D3DDFAC26CED0723DD4,1531987208c0260f9c3aa61863be53305410b5c152f70de8f96959d86255a462,M3,2021-08,45.65569928834763,23
639C85EEA2DBA47A73C122CC6C3030C591A24B26A3A81DE02330CD5A427DB7B7,1531987208c0260f9c3aa61863be53305410b5c152f70de8f96959d86255a462,M0,2022-02,45.65569928834763,24
C0307EAF39CF899C1E3C00D8117C2104506AEACDE84672E13673C6474FF3AE68,1531987208c0260f9c3aa61863be53305410b5c152f70de8f96959d86255a462,M1,2022-02,45.65569928834763,25
D3B00FBA6BB6EAD0938DF825FF6DC5B821272AB2F0F1B81D2A8BDE56B42629C1,1531987208c0260f9c3aa61863be53305410b5c152f70de8f96959d86255a462,M2,2022-02,45.65569928834763,26
3520528963021A8D91AF76CFB355CF21EC37E7FC8EC569684AAAA61D60CA15D0,1531987208c0260f9c3aa61863be53305410b5c152f70de8f96959d86255a462,M3,2022-02,45.65569928834763,27
4DB71D45EF361316D1067D62A9B05866A0597F7716AE49A14E1D85B2C773C1CD,1531987208c0260f9c3aa61863be53305410b5c152f70de8f96959d86255a462,M0,2022-08,45.65569928834763,28
5BC229DBBBA4138A8137617E21E5134C71C65EA42A57A94C7CC40AD972574246,1531987208c0260f9c3aa61863be53305410b5c152f70de8f96959d86255a462,M1,2022-08,45.65569928834763,29
4203BFB5195FB9F36AD108503FF31BEE847522C24559989BA666D2DB02A23D05,1531987208c0260f9c3aa61863be53305410b5c152f70de8f96959d86255a462,M2,2022-08,45.65569928834763,30
34EE50F5FD846DF799FF4BE71F4DF98B3F27C296E61177D34178E11FAFEDD5B4,1531987208c0260f9c3aa61863be53305410b5c152f70de8f96959d86255a462,M3,2022-08,45.65569928834763,31
3915A1EC29432EAE154574D31A0A77B9584635913756863B65B4BC7C7B87ECC2,1531987208c0260f9c3aa61863be53305410b5c152f70de8f96959d86255a462,M0,2023-08,45.65569928834763,32
6F65BD1B5117746F02B014459C29CBE00FC116E5814FAC54040973C47EFB2B8E,1531987208c0260f9c3aa61863be53305410b5c152f70de8f96959d86255a462,M1,2023-08,45.65569928834763,33
001878608DD68CFCE90C4783C0608C2231BDA45E16BB56EDCC1C0014843BF674,1531987208c0260f9c3aa61863be53305410b5c152f70de8f96959d86255a462,M2,2023-08,45.65569928834763,34
79D977468E6559BE3F597F7415DD1809D89AB6CDC0C7547C0892F23A570537E8,1531987208c0260f9c3aa61863be53305410b5c152f70de8f96959d86255a462,M3,2023-08,45.65569928834763,35
D3960D135298E3B020DE2DAECBA80DF801F8C47093186A97715BBB1291F213E2,1531987208c0260f9c3aa61863be53305410b5c152f70de8f96959d86255a462,M0,2024-08,45.65569928834763,36
FE6BAE654C4DCD0DB7AE0723924B176EFD377CA6D9FB2FB2A5188266B0B86AD8,1531987208c0260f9c3aa61863be53305410b5c152f70de8f96959d86255a462,M1,2024-08,45.65569928834763,37
67C32D55D2E8799694FA91967B61B92CFA6FB49D12F86E4BD3273D0A809AB41A,1531987208c0260f9c3aa61863be53305410b5c152f70de8f96959d86255a462,M2,2024-08,45.65569928834763,38
52A3645864DDA7525C8411EBF6C94F2691413B265BAE86052E96738F813C638E,1531987208c0260f9c3aa61863be53305410b5c152f70de8f96959d86255a462,M3,2024-08,45.65569928834763,39
DFCB9FD4A410BE1AB7A04EC09E3CD59782DC513F237D1645DA7A4EC662130E33,199b64ee4a204f420933a33fc99b0024578ca4935c24082ce06b37c3176b44ed,M0,2021-08,17.18396905091832,40
7AA2CADD64B9B8864C8220D978BE9B1FEE55D896D41A17F6D9A68ACF5D0E8CFF,199b64ee4a204f420933a33fc99b0024578ca4935c24082ce06b37c3176b44ed,M1,2021-08,17.18396905091832,41
B94C86BC70E86C0BFE5C389564E6F6B15F45C89286A3DA436DAD16A343CC39F7,199b64ee4a204f420933a33fc99b0024578ca4935c24082ce06b37c3176b44ed,M2,2021-08,17.18396905091832,42
8C72BD0F38721C61750AC262AD1221D5D321399AFBA6335172DAFEE1C0238AEF,199b64ee4a204f420933a33fc99b0024578ca4935c24082ce06b37c3176b44ed,M3,2021-08,17.18396905091832,43
5B600E5FBE5CEFD4811616A669A711012103BA6F2F2E142FE9BF37C34607E656,199b64ee4a204f420933a33fc99b0024578ca4935c24082ce06b37c3176b44ed,M0,2022-02,17.18396905091832,44
DD43F14D4B252FCDBC3C9342E12B15B8D0CAFD274D9DA3D5D3BEA89DB74E8C14,199b64ee4a204f420933a33fc99b0024578ca4935c24082ce06b37c3176b44ed,M1,2022-02,17.18396905091832,45
D12B083D6BE1A86BCEEE9D76847BD9BE699566F6205E0E37FBD78B4B72B44204,199b64ee4a204f420933a33fc99b0024578ca4935c24082ce06b37c3176b44ed,M2,2022-02,17.18396905091832,46
ADD71D078E4ACD34FDB29D11205AD8170B9D5F00D21EDAA7AD55B5448FFC9570,199b64ee4a204f420933a33fc99b0024578ca4935c24082ce06b37c3176b44ed,M3,2022-02,17.18396905091832,47
E9EAAE13AD7DCA94BEC044AED899917B607714AA17F8E137C0BCD0D10B1D4FBD,199b64ee4a204f420933a33fc99b0024578ca4935c24082ce06b37c3176b44ed,M0,2022-08,17.18396905091832,48
A8AC128E52CA147261D61890C26A3DD46C8E8EAA4EE06C6ACB443A6A19A5CD1F,199b64ee4a204f420933a33fc99b0024578ca4935c24082ce06b37c3176b44ed,M1,2022-08,17.18396905091832,49
9360643639D8957C8064CA64A4CE416E0287D23F402B535BF2F83DAF8DEE82D2,199b64ee4a204f420933a33fc99b0024578ca4935c24082ce06b37c3176b44ed,M2,2022-08,17.18396905091832,50
BB222BC4A408A19E6E5F1173EF4799D9442A6E0EF557914DA793482F6AC0DB77,199b64ee4a204f420933a33fc99b0024578ca4935c24082ce06b37c3176b44ed,M3,2022-08,17.18396905091832,51
4BA698EFE6554C3858EA9CC84A9A56FA13A62AD46F87668CB0741DFB2AC10BB5,199b64ee4a204f420933a33fc99b0024578ca4935c24082ce06b37c3176b44ed,M0,2023-08,17.18396905091832,52
3DC6A5B5879B177E4344F936E84F9707D3CFE6069E9078EC307EE27D8C93A5B1,199b64ee4a204f420933a33fc99b0024578ca4935c24082ce06b37c3176b44ed,M1,2023-08,17.18396905091832,53
AB00B75A6F95E2D1729C074EA78FC6D6E42944EDCBFDC1A9A6BE9B777926BA58,199b64ee4a204f420933a33fc99b0024578ca4935c24082ce06b37c3176b44ed,M2,2023-08,17.18396905091832,54
882D21D1512947D79E9B431660C46CFD0EA7154A03937972B62C0108EAFCDCDE,199b64ee4a204f420933a33fc99b0024578ca4935c24082ce06b37c3176b44ed,M3,2023-08,17.18396905091832,55
E067CE84C076849B4F17C7E0437AF5F1FE44FF70DB7514A414F2C07C50B9D0B9,199b64ee4a204f420933a33fc99b0024578ca4935c24082ce06b37c3176b44ed,M0,2024-08,17.18396905091832,56
6841E7DD6226D7A31622433ED0C579F798E33F48C0819AB972F4E05A3EFC1AA1,199b64ee4a204f420933a33fc99b0024578ca4935c24082ce06b37c3176b44ed,M1,2024-08,17.18396905091832,57
F7F2C25B6180A7D81A9D5B86DCFDD6237163865497FFF1923D30DAB494FD1A07,199b64ee4a204f420933a33fc99b0024578ca4935c24082ce06b37c3176b44ed,M2,2024-08,17.18396905091832,58
5A8BE28F73C517A953C3ED3847A7CF9D91731EE11D26041AA4585B01A93C5BF3,199b64ee4a204f420933a33fc99b0024578ca4935c24082ce06b37c3176b44ed,M3,2024-08,17.18396905091832,59
277E1466CE8B4A2A7EA0A150A770018C6741FF17B619B8BF6440486575670796,19cec14432b0b722044b897eae42224f52673890133dcb3b99da8564035c66c2,M0,2021-08,37.56681029598302,60
DBE437BBE45DE68910562A1D01C95754095ABD8733805DC1EEE5FA72061E08E6,19cec14432b0b722044b897eae42224f52673890133dcb3b99da8564035c66c2,M1,2021-08,37.56681029598302,61
7127043C491C4B56DAA58DB9A6F8BAB5A0AC13D6512A16FF572A0202E4F87A47,19cec14432b0b722044b897eae42224f52673890133dcb3b99da8564035c66c2,M2,2021-08,37.56681029598302,62
9501D36381B3D843782D400864444CA4152C03338C9545494ACD04D5260AE351,19cec14432b0b722044b897eae42224f52673890133dcb3b99da8564035c66c2,M3,2021-08,37.56681029598302,63
851EEA463B4BA9ABB0E75EE0EB539A4DB8A57EEEA561D3D14A6556D9D693DD00,19cec14432b0b722044b897eae42224f52673890133dcb3b99da8564035c66c2,M0,2022-02,37.56681029598302,64
E0392D7DEF9377F4A5B6FAF4040C12271D660C6BFE05E98EA90F7392D212A6D2,19cec14432b0b722044b897eae42224f52673890133dcb3b99da8564035c66c2,M1,2022-02,37.56681029598302,65
FAE55F330AD0B923D6A566EE09AD0BB1532748AA5A454B970FA9C82A2783C99D,19cec14432b0b722044b897eae42224f52673890133dcb3b99da8564035c66c2,M2,2022-02,37.56681029598302,66
F2F4835F5B7CB73968C10F0BC9A3D7AA4525C4790D791D58A7BF1B226735E109,19cec14432b0b722044b897eae42224f52673890133dcb3b99da8564035c66c2,M3,2022-02,37.56681029598302,67
15A26751CBEB94DA4AF08050625DC8BC7D61340F22E447296818730C1B9CC68A,19cec14432b0b722044b897eae42224f52673890133dcb3b99da8564035c66c2,M0,2022-08,37.56681029598302,68
BDB3309138656757B618DDCD4B02E130B528012E0C5257C6604207B472019F79,19cec14432b0b722044b897eae42224f52673890133dcb3b99da8564035c66c2,M1,2022-08,37.56681029598302,69
ADB649B89928818DF1D65EB046C545EB1C07CBE8C7DB3C974F29AC46C2516F45,19cec14432b0b722044b897eae42224f52673890133dcb3b99da8564035c66c2,M2,2022-08,37.56681029598302,70
7CAC1B8119078E2166B00D6EF987ED02ACFB28E49EE1B31FD3716089CBCE837D,19cec14432b0b722044b897eae42224f52673890133dcb3b99da8564035c66c2,M3,2022-08,37.56681029598302,71
F29BF3487E106093C43008FBA62D34B75DE77FA836C88959873A0D69CBB7F5F2,19cec14432b0b722044b897eae42224f52673890133dcb3b99da8564035c66c2,M0,2023-08,37.56681029598302,72
C9E00A4FCA738819448E36FBF90D24CE8F2FC2788A042C00233CCB13A9A74D60,19cec14432b0b722044b897eae42224f52673890133dcb3b99da8564035c66c2,M1,2023-08,37.56681029598302,73
443C316F234F74F2FA3A6F509EBBAC0458DFF935A67DD11427A63AF4BC0DC70A,19cec14432b0b722044b897eae42224f52673890133dcb3b99da8564035c66c2,M2,2023-08,37.56681029598302,74
32C0ECCCEB921A5E4724A1ABD67A0AE2902C7BDA86AD0BDE55BBBBFFF79D5582,19cec14432b0b722044b897eae42224f52673890133dcb3b99da8564035c66c2,M3,2023-08,37.56681029598302,75
340456FAF21DAC26EF39AB2486C2CACB81E70A87F7557C6729C38CF409E6BFE5,19cec14432b0b722044b897eae42224f52673890133dcb3b99da8564035c66c2,M0,2024-08,37.56681029598302,76
CD729F061FC27A991D0F639AF3F5B316F32D683062A224DD9A74D25A63A8BBB1,19cec14432b0b722044b897eae42224f52673890133dcb3b99da8564035c66c2,M1,2024-08,37.56681029598302,77
DC2152E038E7DA3B38562CDC0488704CDB7A4958259FFC542099AB79668E960A,19cec14432b0b722044b897eae42224f52673890133dcb3b99da8564035c66c2,M2,2024-08,37.56681029598302,78
E6F84358B5C9AB80B69215F32D551C3F24F57BAF3087D0D3E703DC62F6C2EEE5,19cec14432b0b722044b897eae42224f52673890133dcb3b99da8564035c66c2,M3,2024-08,37.56681029598302,79
C14093E4CAA1DE45FEA9345DE97CC6616C7B8ED4291CEB5631AC18E6F40BD87E,1d49b458999ec8af6b45f7af9d2dcf4b6b7cfe806e482b19aac83888cdd7d6aa,M0,2021-08,13.506041560785636,80
6B133F441DB56BDE6CBD5B55D04006F6AEE4A3D1663EBEA3D92C0A7066F279B2,1d49b458999ec8af6b45f7af9d2dcf4b6b7cfe806e482b19aac83888cdd7d6aa,M1,2021-08,13.506041560785636,81
340C58AD7EE576C84FD2D916D4ADFDF828ACD15ABE1FDAAB3E0039F7296A3D68,1d49b458999ec8af6b45f7af9d2dcf4b6b7cfe806e482b19aac83888cdd7d6aa,M2,2021-08,13.506041560785636,82
14B0D539B7750B03E7D4204450F5C4901711260F03CB8DA3EEFCC3DE07BE5110,1d49b458999ec8af6b45f7af9d2dcf4b6b7cfe806e482b19aac83888cdd7d6aa,M3,2021-08,13.506041560785636,83
91C64330A3A9FED731E2807C7AAF3DAD33EB4DD002F88916F31EC20D08408C0E,1d49b458999ec8af6b45f7af9d2dcf4b6b7cfe806e482b19aac83888cdd7d6aa,M0,2022-02,13.506041560785636,84
2DF3B607147D91B2E3A0F6F925C17D76FCFFEC0FDBBD32930B6DC6C23A75C293,1d49b458999ec8af6b45f7af9d2dcf4b6b7cfe806e482b19aac83888cdd7d6aa,M1,2022-02,13.506041560785636,85
955B1083E9E61484DDF9B007C33B98BA50DA85C7F3DB4D93E7DC41ABB128EC31,1d49b458999ec8af6b45f7af9d2dcf4b6b7cfe806e482b19aac83888cdd7d6aa,M2,2022-02,13.506041560785636,86
4B22BA8DC0654B82920243AF8E3A8CED01AD35DF66B91AC91DAA2FFB6AF7EF25,1d49b458999ec8af6b45f7af9d2dcf4b6b7cfe806e482b19aac83888cdd7d6aa,M3,2022-02,13.506041560785636,87
FC03517200C4FB4AF9F4F52E63EE41BE1CBDA44F4EB0AB3B67F4293BEBF49C62,1d49b458999ec8af6b45f7af9d2dcf4b6b7cfe806e482b19aac83888cdd7d6aa,M0,2022-08,13.506041560785636,88
554C9699D41A837017D0C25488C9010314F247F640E8E06E0A6EB9DF27E2E19D,1d49b458999ec8af6b45f7af9d2dcf4b6b7cfe806e482b19aac83888cdd7d6aa,M1,2022-08,13.506041560785636,89
59ECEC5D869F4C5A2E2F7EA75C946CBAD41FB0692019418FE4910A3234A7F76B,1d49b458999ec8af6b45f7af9d2dcf4b6b7cfe806e482b19aac83888cdd7d6aa,M2,2022-08,13.506041560785636,90
A6AE14F1D0EF989F8BBCBDD952B841E691B18615B733680897623932080C2354,1d49b458999ec8af6b45f7af9d2dcf4b6b7cfe806e482b19aac83888cdd7d6aa,M3,2022-08,13.506041560785636,91
160B7313661AF33D8B8EB05CBD70D13040EB511841B087C1DE111AB5D3A75F3C,1d49b458999ec8af6b45f7af9d2dcf4b6b7cfe806e482b19aac83888cdd7d6aa,M0,2023-08,13.506041560785636,92
E1C17F51184BFEAF0A3C195D2444234F5709FCCC65A297FDDC25A10A720F8C99,1d49b458999ec8af6b45f7af9d2dcf4b6b7cfe806e482b19aac83888cdd7d6aa,M1,2023-08,13.506041560785636,93
5CA2561F2CFD659ACC551BEF33FDC55A25B5B4D34A7ADD913E840CFFA6C3C2FA,1d49b458999ec8af6b45f7af9d2dcf4b6b7cfe806e482b19aac83888cdd7d6aa,M2,2023-08,13.506041560785636,94
51A2E414F1C93B6CB625337BBA7A047390CBBC6BEE6B83AF50E540A0885418D2,1d49b458999ec8af6b45f7af9d2dcf4b6b7cfe806e482b19aac83888cdd7d6aa,M3,2023-08,13.506041560785636,95
1BDA143EBE03779A6C6426E9A4DC935CE5BA870766BDC5E8976CC7A8D7C94F80,1d49b458999ec8af6b45f7af9d2dcf4b6b7cfe806e482b19aac83888cdd7d6aa,M0,2024-08,13.506041560785636,96
8EFCA3096854469A013B6B2FCE76A463898E084189B3CE239D7077CF247E2960,1d49b458999ec8af6b45f7af9d2dcf4b6b7cfe806e482b19aac83888cdd7d6aa,M1,2024-08,13.506041560785636,97
41CB0C4427371D5D0E18FDE8FF9F806CE10BD332B250CC51233702B2447C9C54,1d49b458999ec8af6b45f7af9d2dcf4b6b7cfe806e482b19aac83888cdd7d6aa,M2,2024-08,13.506041560785636,98
FA65D2314291CC86BAE0024272EED21F4145E8781A363F771B1419F9A8C84D85,1d49b458999ec8af6b45f7af9d2dcf4b6b7cfe806e482b19aac83888cdd7d6aa,M3,2024-08,13.506041560785636,99
952BD4855FC5D745890826E6A7BE5210277B488A3B8C66C9082A91DFDDAE36AB,1ff5ea6c96f3b2971df26cdcc316c1606fb5c27ca3d7496198a282d4ce4795ac,M0,2021-08,54.46721447786925,100
8209AA7007A157BE52F7A2D2D7470A2B81BEC6FA13DE384DD72324DA6E26F3A7,1ff5ea6c96f3b2971df26cdcc316c1606fb5c27ca3d7496198a282d4ce4795ac,M1,2021-08,54.46721447786925,101
5F526727A24D8B30AC52E7BDA8C0B7782CED178A1B8F24834E99BC98BD031EC8,1ff5ea6c96f3b2971df26cdcc316c1606fb5c27ca3d7496198a282d4ce4795ac,M2,2021-08,54.46721447786925,102
EAEE0015AC5A34C892C642ABA6C439E35B79FE45BBB66CEAC35E091AAF91DFEC,1ff5ea6c96f3b2971df26cdcc316c1606fb5c27ca3d7496198a282d4ce4795ac,M3,2021-08,54.46721447786925,103
58FBA3C33227336A0E150BFA277D3993ED89EB56F586BAD3798424B6309704A6,1ff5ea6c96f3b2971df26cdcc316c1606fb5c27ca3d7496198a282d4ce4795ac,M0,2022-02,54.46721447786925,104
FA41CDD4E2E4CFAEB21BB579C7833F644D1A24773C7A3CBED35F50A1F0CBE60B,1ff5ea6c96f3b2971df26cdcc316c1606fb5c27ca3d7496198a282d4ce4795ac,M1,2022-02,54.46721447786925,105
0A33AC3BF7E4CD25855CB93FAC7D80002D2563B4C92A3FAC8859669BC6251274,1ff5ea6c96f3b2971df26cdcc316c1606fb5c27ca3d7496198a282d4ce4795ac,M2,2022-02,54.46721447786925,106
7C677C06373F420642CAE33A4C0A66F9DBD0E56261A6549352AF26428CD4DE39,1ff5ea6c96f3b2971df26cdcc316c1606fb5c27ca3d7496198a282d4ce4795ac,M3,2022-02,54.46721447786925,107
38B3453C4465DCC17F15059E6233BF598E77F0A1AACB458F18373DDC7DE750DE,1ff5ea6c96f3b2971df26cdcc316c1606fb5c27ca3d7496198a282d4ce4795ac,M0,2022-08,54.46721447786925,108
54C837A7B77A8EEC873CA59D8BF6398CF62C200E91B5BAECB656D2C8F08872A8,1ff5ea6c96f3b2971df26cdcc316c1606fb5c27ca3d7496198a282d4ce4795ac,M1,2022-08,54.46721447786925,109
49127708A4129971DD42E7EA4755E7611D692A4B3B6C06583E9221FDC1F31D0C,1ff5ea6c96f3b2971df26cdcc316c1606fb5c27ca3d7496198a282d4ce4795ac,M2,2022-08,54.46721447786925,110
968992CCB98E3F6A3E2956AE78A0897AF2BFA481BA8EDB72970027B8F4C9BDA0,1ff5ea6c96f3b2971df26cdcc316c1606fb5c27ca3d7496198a282d4ce4795ac,M3,2022-08,54.46721447786925,111
E257DC7FB4C84B101397819641293A751A92B90FD2BECFB2B6916DC7BA1CF7E8,1ff5ea6c96f3b2971df26cdcc316c1606fb5c27ca3d7496198a282d4ce4795ac,M0,2023-08,54.46721447786925,112
9DC3C949CF47D6B1B262329ADF8DBF345E7E9E3FA7FF8DEAF8C6FB7745EE7BB5,1ff5ea6c96f3b2971df26cdcc316c1606fb5c27ca3d7496198a282d4ce4795ac,M1,2023-08,54.46721447786925,113
6171C3B725CB77D534877A7CBF95D877E86A2ACD0CBE887A3673AE5A4728E3AA,1ff5ea6c96f3b2971df26cdcc316c1606fb5c27ca3d7496198a282d4ce4795ac,M2,2023-08,54.46721447786925,114
25722696FA2D714E546B46F0C9CB2EA798CFB4BF8B895B20C021FD28D92204A1,1ff5ea6c96f3b2971df26cdcc316c1606fb5c27ca3d7496198a282d4ce4795ac,M3,2023-08,54.46721447786925,115
629F5DEBDFE65B5A9A35ED72A5AA5977E721E7653B919747FC4A2784433B75C4,1ff5ea6c96f3b2971df26cdcc316c1606fb5c27ca3d7496198a282d4ce4795ac,M0,2024-08,54.46721447786925,116
57590E7B306D25D5C8C5DF5D979F09511FC319A775900E144C5F1092AC5EB930,1ff5ea6c96f3b2971df26cdcc316c1606fb5c27ca3d7496198a282d4ce4795ac,M1,2024-08,54.46721447786925,117
4A76B96F66223832E7DF447ABD8163185EEC457D788DB95ACDC1B6664A3396BF,1ff5ea6c96f3b2971df26cdcc316c1606fb5c27ca3d7496198a282d4ce4795ac,M2,2024-08,54.46721447786925,118
5B16D3B65B1DDE32C5A566856AE65ABF1861E88A87FD9827495B673F9EB59B28,1ff5ea6c96f3b2971df26cdcc316c1606fb5c27ca3d7496198a282d4ce4795ac,M3,2024-08,54.46721447786925,119
423A8C2FC6482AFD3146DBA97CDEF392BCCDE5D4888E2F5032413F8F90064483,23a81afc8aa509549c160461f8c9bcefce11bc4159abace838f3020615a7df5d,M0,2021-08,39.04598603219561,120
4AF0CD3E916FAE3F9198BCEB666906380C68C298CA4C2AC0F2650AD1C6577448,23a81afc8aa509549c160461f8c9bcefce11bc4159abace838f3020615a7df5d,M1,2021-08,39.04598603219561,121
BD49D3A636363B4FD727A7524D4D5B9862A91D8012B1C852873C67D4E0E02CDA,23a81afc8aa509549c160461f8c9bcefce11bc4159abace838f3020615a7df5d,M2,2021-08,39.04598603219561,122
F6AB3364DB978535891407DD105E2DE91402ED7C89B42AED71A889BFBD7A3606,23a81afc8aa509549c160461f8c9bcefce11bc4159abace838f3020615a7df5d,M3,2021-08,39.04598603219561,123
24240414874AF8200AEF4E84C51CDECAFC204D087079DDC9D838153DA65D5A5F,23a81afc8aa509549c160461f8c9bcefce11bc4159abace838f3020615a7df5d,M0,2022-02,39.04598603219561,124
03F4052CF7B98F704B4A09F783A307A64243FC14A924EEE6D9B7D9D745B27D62,23a81afc8aa509549c160461f8c9bcefce11bc4159abace838f3020615a7df5d,M1,2022-02,39.04598603219561,125
E004AEE591AB2AF724CC54198C9940DDA7C4E15F0DD025E789AAB3CF2EA9966B,23a81afc8aa509549c160461f8c9bcefce11bc4159abace838f3020615a7df5d,M2,2022-02,39.04598603219561,126
C444875853E7FED2040C2B4D43B011D4596D156B84D8C662ECB54740947E726D,23a81afc8aa509549c160461f8c9bcefce11bc4159abace838f3020615a7df5d,M3,2022-02,39.04598603219561,127
C9F6ABB8E086F7926FF7A9B4555DC51F46D81AF2E6495B72A8E2CAF9D719DE30,23a81afc8aa509549c160461f8c9bcefce11bc4159abace838f3020615a7df5d,M0,2022-08,39.04598603219561,128
8E60E2AAF4CFD5501A644F2DDC6938D8FC4EBE3AA49B09FC3DB7398384268D5B,23a81afc8aa509549c160461f8c9bcefce11bc4159abace838f3020615a7df5d,M1,2022-08,39.04598603219561,129
2C15092841C790AFD97D6B52E4AFD1F0C3CB9C220E35ACB9A4D221201F5907BD,23a81afc8aa509549c160461f8c9bcefce11bc4159abace838f3020615a7df5d,M2,2022-08,39.04598603219561,130
FA7010157EF3DD5B14E77E5A00BD9072E18056B8473347ADFDE750D59B5EEF4D,23a81afc8aa509549c160461f8c9bcefce11bc4159abace838f3020615a7df5d,M3,2022-08,39.04598603219561,131
