profile_sim_id,analysis_weight,crossfit_fold
424da3606c0a30a0135bf5a42326f21119e8e6aa1aeb15b5a5940be999e2b668,2.422957076266675,4
456509d84c4d24f3ecef7dbe9f01f67301bec3962bacba456b8d8c7cd65496fd,1.8580836345809366,3
456e4febaf27751318a6587b195ee5fd80dae4c62fa036bc1a35b6f6c74980d3,7.6444823725381505,0
4e5463eda042af66f1ce5d24df6b8ce5e581543cd89127a4587545f8955f9edc,6.254994501397509,0
53222570389f32b2393bc8d77d7ed82940b56a4ef5d9eb86ae505adc20e62d43,0.6885236148718219,2
57b4d369113e0935b384c3ae41beb5f72e658e6c9e1d41b31cbc0fa8e4f460f6,12.80260553408421,2
5b6f48dbed5ed4e32bdc7b0daddab5c0a01d35d760427f31a77a3867ba35eae5,7.526831258983412,0
5bf96fa278a3cc22a08ff5501adf788819c553814c26f777c215f1d47db91b18,1.3493848875137644,4
5cbfdb520c5ef7beeb72ebbf3d93b1eb99113ad0d15744c39e953f083926cadb,11.114948505738571,0
5e328ce6ab0ba392596e26c7884fc160b691816cdaf84f7fda9a355c59ceada9,2.954360201689549,0
5e615e605d3f2b19da8973134164504a50a68f1f0aa603635b1fbf3a6d82ef8b,9.156413788806928,3
62f6985987a0614e0c556d813339420aed0f9498119eff30c964deafcd9c695e,0.8669553012866672,0
6452480cff3e8f663032989f0a5196dd41e1052162bf3b90d2cfb509ca6c8075,5.98464057588937,0
673f5a8002bd77950b0a60a593981cf4068af505a917cef53ce8e2d5e32d1831,0.8627738679872392,0
68b2d652ff881bf58fda5e774b6695a06f4a2efd22bbef8610df3e96e3a952af,1.9607957695855964,1
6a7395c072bfb5b467dd1221716487ecfce8c6a1efc3f732120c6198bc89f068,3.7001841535266946,1
6c01a8602adff4e8147587ece955de82dd8c3251abb4eb1d2dff3cbd3ffb950d,1.716507865716028,3
6cfa16a43f345361440737f243351d60a33b4c1f286c02d2ba0b43fbe717d009,10.871868171370942,3
6d5a00639c8a0acc7bb84d30aaa12af07271588c130056cd5153b8658ce16690,2.375823037561759,1
6e65ddda028ff4410dfcd5ae61628f75da5f629774f4dd44f7e32e0505ce1bd5,8.163147879632136,2
71fa04449abe801aba5d7e90222376507773df294fc877e8ee8eb89189a3d129,5.458656709226653,3
72483e5bbebced21e43493f038e0f29992e894544358a8b187d66fcb6e612495,6.373984345426614,0
7280b9dac8152ea87df463b445947030f06f7a861f81a3eeb828c6e2bf31815a,3.026281769269343,2
7682b58b1cb60d1f391db7b2b6ff65da9a5c0ffc9cea07aeca70e918b9d3edbd,1.48396394979876,4
7bb64705482bf29872b03da0c9cea35b31c885fa105430d4c7c5f45a3187f449,6.230767010650105,0
7c037870a4c5aa1125b6ed28a2dbc53eb835365b607cdd1542c0d1ecc8022cd9,3.7350944705619558,1
7c2bc62554f63a57ad6cc8aea542d5a140abea31b631b08941c78510fe451d71,8.76820802724316,3
7c38fae79bc42b45292a59fc53130e302de693dd327bcf10de2a9ec0674ddcfe,7.583912232793576,0
7c9df94686fe3dac0c8700a8b088e1a51fdbce466fd27abc86fec13673cf4ed7,18.631953503510893,1
8115ae73726fef647a7657d0f5a12d2e538bf3d973fc156bc34f926022b71e1f,0.8063434639135209,2
823277af1abe5a74465e73f3216e038e8d376897a2b3c7b16acb95d6a4e6da5b,5.607088690945153,4
83eda24bab24632717a105541cb058a86381e15493c57f276e4a70ae7e405702,3.026281769269343,2
86c28c04af26bd1dc22fc20087fefc07456b70787d496734a6c63953fec73739,1.457666391367477,2
8b2925b08af88f8dd66299145d55efe9f46ecdec8098519b329d8ffbad5a01a0,9.949347975848124,1
8e46680fa906a8bc8007a0b934ddf73b8249d40569af92bfddcd25cf2804baa1,5.87978076032714,1
8f170a021ebedd0eb2dbd0d6e224214b8ae274b212a956471eab65ebe82b1bf5,4.029547336838826,3
93b174104df9decbaef887bd4b3d5fec1414a4b933b9c471db5f80530c7b6d0e,4.002943225241165,3
94e165ecc00f8aed930d77ceea88c1ee84e166dce21508857efc3993453334e2,3.8653891938739036,4
950685573bf5a4505964377eb9d5cce0afe29d469ec8e698d8749aefdef18edb,1.7348543561960654,2
9945b5a336590555ccb761d2b42beb25ebba557eaff174832aabff6d0eec8007,8.467442847685556,2
9aab2fb5de0d9b202757154e1cc5434f50ffca90b408e978db978509c8741de4,7.185220416774413,4
9d64b810c750f0bdb0f27944887115c978eeb50469cc6733814322632bd89d7d,17.911080364078845,2
a4e62957fd8d709175ca1328b86366d02860112f170cd8b04a1283364e56cba5,1.4275394503628211,3
a52e595ce2c7b03f312ea7ff3dee7544716c7e482f3c1cf81187ba627a766c03,8.732845308192207,3
a643aee9bcd471ab8af87f09d2bf4c6f4123e7bb12ed4d0103a5e201ed06e2dc,19.189850617312903,2
a77a893ae888b3930e5d61c0708f82b0910c84e163e3788fc638fd6e0005d01c,0.8649391831620742,3
abb525a819d3921eb93984a13843c75eb020e27fba20898d979443708fefd046,15.926402425048998,0
af6627a7757a1b7476909615f7ea45920f7b4015055c9788e83aca36713e3d8d,0.5707517359315362,1
af96adf2ae7784b9756a42bc6207f5ef05a670c5325a8f89465a775502cfae74,9.502993538362489,4
b17ab3f011b5de77dd13dca26e73c3b8f25c5c9db85f75a78103431340f6b6ce,12.028272804061167,0
b23a3bb94d46cb541bd95ae67bbc1246bea88b1bf7ec20e5f20dc45ccd7080b9,19.545326576953652,0
b27566ba8297a7028903a835c42e24ddf129e53c2b4ef298938f6b1e14faf063,24.93318553432079,3
b3370737ab5b6805bed4644847445148bb4cd0a642b5d0fb523f3e37bcffc9a9,5.812985367719403,4
b34d85a1b7dc08ff8d5aa99952ad613f4e4d6621886d8809bd2a80dff009b446,2.90012714831367,2
b550689814383d3bcb7c372905757cf610ceac459d2551b1ef041fb412409afa,0.5773415942225043,1
b92f8809ab570a867e1cb7d205fcff783344ef4a2bb928d3242b116a7ab751c5,3.634097290565598,2
bc9141956361469659174b4341a2b925bea3ce11f8ecda3d07ecd828a97277a2,1.4985456133956967,2
bda9d5c7a8b7af720305d891f22120798deb931b264aa96494385e38752dade6,18.973797228055034,3
bee8f0d1372f5593058c6ade5fd358c2f6099db4b4e8056d12954c2d310e4452,26.2678331506322,3
c200e605090a1900a61a726ba794ca869ec784bca3ee3c1d8731f557356c3a90,3.3929705535703265,4
c6b36989af74ba274bf771dcb68c581666269a6094ad90bcf4834f4e4ab2bd5e,9.785326030012284,4
c72ccf68cb538055ffe08b3d0af5f749e0bc6f45480636dc0c08e1e6412cdc49,3.3952267610191087,1
cf52c1b1aeaed878e6a1204d1670a90eb7ef2955973da3a6b2bc3135c2273483,4.0588929402698986,3
d754ce545094c12cf9f56d71f308afa6105c3be73c78cf484cba76597e65d1ec,5.2867041019039975,1
d7e281366b49ca48bad6efb75947c66673e577582374de5ffaa5fb1496641510,5.221148166037054,4
de2ea6763581293f0bd1e48d767beb766211274812bb194100694adf0d087932,15.20221657614407,1
e0405a799c7d461f5a680e7dbea5bf532089dcf06f88aca8723336ed73040950,4.063624349571554,4
e246a34041d3d30f5f7b7a1d1d62eada40ef383bee8aa0a6582cd7d1bc097fd1,7.863552247541741,3
e4d53583e73592b6de193452ce72915ffb5c510041862ed7941c0ae6938575ad,0.9812954392308373,4
ed55d67799a03f7b520a5dce922ed58f7bf55dca80b230914ed24332938f8026,3.5427737496510168,4
f2e8703d13d6bd7b9dd44024e5c26875efecb2841272dafcbcc21393cd824554,13.957721493700248,1
f505d5cf869e5347395b28b8eb6996dd9d6c5774b064d25afc85457103bd3f82,11.423361704481444,1
f58417d05ca60c93a1a61e4618cc24bf705d29f91675f15911356e765341d681,3.8131271542970184,3
f92f14a6e46ea24dcfcab0c9f7b71a2aa6334a638637e21109c306fa79b38645,11.238103704076275,4
f95d211536c386a391386335fa6b2e44e816ba9306ac47c3c721ea3569827111,0.32429723353763845,3
fb6cd1643d18547f0695c36eeaf5ae81570ca71b80dbe216291b81a8c19009f8,9.982667536253366,0
fc8b1dc5e71acf8f8b552800f3aa98eae1a5330f9feba5fa0ee474f906177dc9,5.826428970305265,4
fdf272b3caf5130689df1215957fbc8c6ff3e9e31ea9b438c44b1ef4c819a9af,1.396778238118572,2
fe0259a55b185bd3dd3675e2c5150218be55ec0c38e78dc3d255aed40b1c2678,11.732615438978845,0
fe8833278c1cb5d8a32bd06968c676ede729f7b2cd779b2fccd267b0544d592e,4.987023701148124,4
